#,Song,Artist,Popularity,BPM,Genres,Parent-Genres,Album,Album-Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time-Signature,Added-At,Spotify-Track-Id,Track-Id,Album-Label
1442,Untitled - 2010 Remaster,The Cure,36,95,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,06:33,67,69,57,9,18,0,0,-9,G Major,4,12/09/2023,spotify:track:41rrri7GpGTmJwYqYDZEMf,41rrri7GpGTmJwYqYDZEMf,Rhino/Elektra
1443,Prayers for Rain - RS Home Demo Instrumental - 04/88,The Cure,27,204,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,03:01,44,57,10,86,30,0,10,-12,G Major,4,12/09/2023,spotify:track:0tQtjJp0Hmjd4q6IQdSiY5,0tQtjJp0Hmjd4q6IQdSiY5,Rhino/Elektra
1444,Pictures of You - RS Home Demo Instrumental - 04/88,The Cure,28,82,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,03:29,45,61,45,93,82,0,10,-11,A Major,4,12/09/2023,spotify:track:2Ca5BoW6FGOUwVHTjzPuBL,2Ca5BoW6FGOUwVHTjzPuBL,Rhino/Elektra
1445,Fascination Street - RS Home Demo Instrumental - 04/88,The Cure,26,89,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,02:41,52,88,8,75,69,0,10,-9,G#/A♭ Major,4,12/09/2023,spotify:track:5603kdZnIBnECCHhm6c5oS,5603kdZnIBnECCHhm6c5oS,Rhino/Elektra
1446,Homesick-06/88) - Band Rehearsal (Instrumental,The Cure,24,171,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,03:14,25,62,68,35,60,0,20,-10,F#/G♭ Major,4,12/09/2023,spotify:track:4jGfTZjIocJD2UX9z2hZpr,4jGfTZjIocJD2UX9z2hZpr,Rhino/Elektra
1447,Fear of Ghosts - Band Rehearsal Instrumental - 06/88,The Cure,25,97,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,02:59,66,45,64,87,68,0,20,-12,A Minor,4,12/09/2023,spotify:track:5ifAUIQL8VfKL0k3QKlLIG,5ifAUIQL8VfKL0k3QKlLIG,Rhino/Elektra
1448,No Heart - Band Rehearsal Instrumental - 06/88,The Cure,24,110,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,02:41,56,62,29,3,53,0,10,-10,D Major,4,12/09/2023,spotify:track:1rcOtF4P8Xu1V34hYOzuNR,1rcOtF4P8Xu1V34hYOzuNR,Rhino/Elektra
1449,Esten - Band Demo Instrumental - 09/88,The Cure,25,167,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,03:14,22,96,15,88,54,10,10,-6,B Minor,4,12/09/2023,spotify:track:0XLV0HCYnFjStvzbyX6Hmh,0XLV0HCYnFjStvzbyX6Hmh,Rhino/Elektra
1450,Closedown - Band Demo Instrumental - 09/88,The Cure,23,95,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,02:50,34,69,4,76,40,0,10,-8,A Major,4,12/09/2023,spotify:track:7aLa75Cxyv08IQKusPNKvF,7aLa75Cxyv08IQKusPNKvF,Rhino/Elektra
1451,Lovesong-09/88) - Band Demo Instrumental - 09/88,The Cure,25,139,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,03:42,46,88,37,89,48,0,10,-9,A Minor,4,12/09/2023,spotify:track:1iwZxYFnMu3JoY0abBcqpu,1iwZxYFnMu3JoY0abBcqpu,Rhino/Elektra
1452,2 Late - Alt. Version; Band Demo Instrumental - 09/88,The Cure,24,159,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,02:52,30,91,1,96,55,0,70,-7,G Major,4,12/09/2023,spotify:track:3Fcc4YmusoVzerIoyZDMcf,3Fcc4YmusoVzerIoyZDMcf,Rhino/Elektra
1453,The Same Deep Water as You - Band Demo Instrumental - 09/88,The Cure,23,202,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,06:05,18,78,2,75,35,0,10,-8,A Minor,4,12/09/2023,spotify:track:4bbg4bsncim5R21WQE0aUC,4bbg4bsncim5R21WQE0aUC,Rhino/Elektra
1454,Disintegration - Band Demo Instrumental - 09/88,The Cure,23,123,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,06:36,49,94,4,95,7,0,10,-8,C Major,4,12/09/2023,spotify:track:4ExtdfqJYipX3NC9y2MKjz,4ExtdfqJYipX3NC9y2MKjz,Rhino/Elektra
1455,Untitled - Alt. Version; Studio Rough Instrumental - 11/88,The Cure,22,95,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,03:39,74,52,87,72,18,0,10,-11,G Major,4,12/09/2023,spotify:track:0SrrnRAjtpYF8vnOp0OXzM,0SrrnRAjtpYF8vnOp0OXzM,Rhino/Elektra
1456,"Babble - Alternate Version; Instrumental Studio Rough, 11/88",The Cure,22,166,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,03:00,46,83,82,94,61,0,10,-11,G Minor,4,12/09/2023,spotify:track:6IVAgE0gq2Khv7hZDKkNSw,6IVAgE0gq2Khv7hZDKkNSw,Rhino/Elektra
1457,Plainsong - Studio Rough Guide Vocal - 11/88,The Cure,21,87,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,04:46,30,52,0,17,19,0,20,-7,C Major,4,12/09/2023,spotify:track:1zjghjS3op8Dfc63mb1aZ5,1zjghjS3op8Dfc63mb1aZ5,Rhino/Elektra
1458,Last Dance - Studio Rough Guide Vocal - 11/88,The Cure,21,92,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,04:42,25,71,30,81,43,0,20,-8,B Minor,4,12/09/2023,spotify:track:4r8IVcMtGInMYQUI2IkT74,4r8IVcMtGInMYQUI2IkT74,Rhino/Elektra
1459,Lullaby - Studio Rough Guide Vocal - 11/88,The Cure,23,94,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,03:48,76,50,19,79,54,0,10,-12,A Major,4,12/09/2023,spotify:track:2rFt6hwXe7x9Q2rPfdUbMC,2rFt6hwXe7x9Q2rPfdUbMC,Rhino/Elektra
1460,Out of Mind - Studio Rough Guide Vocal - 11/88,The Cure,22,123,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,03:00,68,72,29,1,30,0,20,-10,C Major,4,12/09/2023,spotify:track:2CLEyUVhmc490svYKfRl9a,2CLEyUVhmc490svYKfRl9a,Rhino/Elektra
1461,Delirious Night - Delirious Night (Rough Mix Vocal - 12/88),The Cure,21,138,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,04:32,42,92,0,12,54,0,20,-10,A Major,4,12/09/2023,spotify:track:5TgHCQQNyeSyNLAzQJ66vh,5TgHCQQNyeSyNLAzQJ66vh,Rhino/Elektra
1462,"Pirate Ships - RS Solo; Rough Mix Vocal,12/89",Robert Smith,23,142,,Rock,Disintegration (Deluxe Edition),02/05/1989,03:38,14,39,78,4,43,0,90,-13,A#/B♭ Minor,3,12/09/2023,spotify:track:2EgkJFsnAa4IFIufAGQLQH,2EgkJFsnAa4IFIufAGQLQH,Rhino/Elektra
1463,Plainsong - Live at Wembley 07/89 - Remix 07/09,The Cure,22,84,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,05:19,31,71,0,46,20,0,90,-6,C Major,4,12/09/2023,spotify:track:0DtRCEVER3HKZF04PPtL7j,0DtRCEVER3HKZF04PPtL7j,Rhino/Elektra
1464,Pictures of You - Live at Wembley 07/89 - Remix 07/09,The Cure,24,90,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,07:04,52,90,12,3,42,0,90,-6,A Major,4,12/09/2023,spotify:track:7i2wCdelxY5tPXg791Gju0,7i2wCdelxY5tPXg791Gju0,Rhino/Elektra
1465,Closedown - Live at Wembley 07/89 - Remix 07/09,The Cure,21,93,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,04:21,48,68,4,36,30,0,90,-8,A Major,4,12/09/2023,spotify:track:5QwIUYscFfRuuDJZCVvm0J,5QwIUYscFfRuuDJZCVvm0J,Rhino/Elektra
1466,Lovesong - Live at Wembley 07/89 - Remix 07/09,The Cure,23,143,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,03:24,60,82,2,3,73,0,90,-7,A Minor,4,12/09/2023,spotify:track:4ypMeoUbFvIvBeOKzgAaBC,4ypMeoUbFvIvBeOKzgAaBC,Rhino/Elektra
1467,Last Dance - Live at Wembley 07/89 - Remix 07/09,The Cure,20,98,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,04:36,43,85,0,34,45,0,90,-7,C Major,4,12/09/2023,spotify:track:0rgpjDWdgmusmFcSOoiOou,0rgpjDWdgmusmFcSOoiOou,Rhino/Elektra
1468,Lullaby - Live at Wembley 07/89 - Remix 07/09,The Cure,23,102,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,04:14,69,83,28,2,36,0,90,-7,B Minor,4,12/09/2023,spotify:track:6GNcywSsiOziS56OnKmCsB,6GNcywSsiOziS56OnKmCsB,Rhino/Elektra
1469,Fascination Street - Live at Wembley 07/89 - Remix 07/09,The Cure,22,110,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,05:09,54,94,0,38,37,0,90,-6,C♯/D♭ Major,4,12/09/2023,spotify:track:1DuPppMt7d7qAaYlCTy81D,1DuPppMt7d7qAaYlCTy81D,Rhino/Elektra
1470,Prayers for Rain - Live at Wembley 07/89 - Remix 07/09,The Cure,22,127,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,04:49,45,90,8,3,16,0,60,-5,A Minor,4,12/09/2023,spotify:track:76ig62naYLjATiQU8YLEko,76ig62naYLjATiQU8YLEko,Rhino/Elektra
1471,The Same Deep Water as You - Live at Wembley 07/89 - Remix 07/09,The Cure,22,182,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,10:03,40,55,26,21,23,0,60,-8,C Major,4,12/09/2023,spotify:track:0LiwY2UpIyOJVSoPMa51f6,0LiwY2UpIyOJVSoPMa51f6,Rhino/Elektra
1472,Disintegration - Live at Wembley 07/89 - Remix 07/09,The Cure,24,141,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,07:54,45,93,0,4,19,0,80,-7,D Major,4,12/09/2023,spotify:track:1aMnmlCeIUmPJUUiDpreUI,1aMnmlCeIUmPJUUiDpreUI,Rhino/Elektra
1473,Homesick - Live at Wembley 07/89 - Remix 07/09,The Cure,20,158,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,06:46,49,66,46,65,43,0,70,-8,A Minor,4,12/09/2023,spotify:track:1UtZImrHfdMzBkAy3fL6aW,1UtZImrHfdMzBkAy3fL6aW,Rhino/Elektra
1474,Untitled - Live at Wembley 07/89 - Remix 07/09,The Cure,21,90,"new wave, permanent wave, rock, uk post-punk",Rock,Disintegration (Deluxe Edition),02/05/1989,06:44,63,71,43,19,13,0,90,-8,G Major,4,12/09/2023,spotify:track:528rTminnmESa88zSS3Bgz,528rTminnmESa88zSS3Bgz,Rhino/Elektra
1475,The Kiss - 2006 Remaster,The Cure,35,158,"new wave, permanent wave, rock, uk post-punk",Rock,Kiss Me Kiss Me Kiss Me,25/05/1987,06:16,38,59,56,75,42,0,0,-8,G Major,4,12/09/2023,spotify:track:0vkUqmXgUJxvuJ0yVRCmni,0vkUqmXgUJxvuJ0yVRCmni,Rhino/Elektra
1476,Catch - 2006 Remaster,The Cure,35,105,"new wave, permanent wave, rock, uk post-punk",Rock,Kiss Me Kiss Me Kiss Me,25/05/1987,02:43,53,73,45,0,61,0,20,-9,D Major,4,12/09/2023,spotify:track:3HGTC34bsQwEdTV6u0PJz4,3HGTC34bsQwEdTV6u0PJz4,Rhino/Elektra
1477,Torture - 2006 Remaster,The Cure,31,124,"new wave, permanent wave, rock, uk post-punk",Rock,Kiss Me Kiss Me Kiss Me,25/05/1987,04:16,55,92,17,0,68,0,40,-6,C Major,4,12/09/2023,spotify:track:57kJI6reqk6NOBmpYYZs1I,57kJI6reqk6NOBmpYYZs1I,Rhino/Elektra
1478,If Only Tonight We Could Sleep - 2006 Remaster,The Cure,32,81,"new wave, permanent wave, rock, uk post-punk",Rock,Kiss Me Kiss Me Kiss Me,25/05/1987,04:52,60,44,25,2,26,0,20,-11,F Major,4,12/09/2023,spotify:track:717QIXfxQT6WNgsJkWuOxy,717QIXfxQT6WNgsJkWuOxy,Rhino/Elektra
1479,Why Can't I Be You? - 2006 Remaster,The Cure,37,108,"new wave, permanent wave, rock, uk post-punk",Rock,Kiss Me Kiss Me Kiss Me,25/05/1987,03:13,64,91,42,0,81,0,0,-7,C Minor,4,12/09/2023,spotify:track:4E8AEddgGU3PHWQOGbXpMe,4E8AEddgGU3PHWQOGbXpMe,Rhino/Elektra
1480,How Beautiful You Are - 2006 Remaster,The Cure,37,145,"new wave, permanent wave, rock, uk post-punk",Rock,Kiss Me Kiss Me Kiss Me,25/05/1987,05:12,49,90,8,0,61,0,20,-8,E Minor,4,12/09/2023,spotify:track:4rl8gw5Pzen7r2CjB1fylc,4rl8gw5Pzen7r2CjB1fylc,Rhino/Elektra
1481,The Snakepit - 2006 Remaster,The Cure,27,174,"new wave, permanent wave, rock, uk post-punk",Rock,Kiss Me Kiss Me Kiss Me,25/05/1987,06:57,43,75,3,80,76,0,40,-7,A Minor,4,12/09/2023,spotify:track:5uVxmb4qA7bRLc6E9Dt1Hz,5uVxmb4qA7bRLc6E9Dt1Hz,Rhino/Elektra
1482,Hey You!!! - 2006 Remaster,The Cure,29,171,"new wave, permanent wave, rock, uk post-punk",Rock,Kiss Me Kiss Me Kiss Me,25/05/1987,02:22,32,92,3,0,86,0,90,-5,D Major,4,12/09/2023,spotify:track:1WUSs195It8jj78gYMD9CT,1WUSs195It8jj78gYMD9CT,Rhino/Elektra
1483,Just like Heaven - 2006 Remaster,The Cure,50,151,"new wave, permanent wave, rock, uk post-punk",Rock,Kiss Me Kiss Me Kiss Me,25/05/1987,03:32,44,94,5,0,51,0,10,-7,A Major,4,12/09/2023,spotify:track:1KSkVwl54ghzE1jSbsVNBr,1KSkVwl54ghzE1jSbsVNBr,Rhino/Elektra
1484,All I Want - 2006 Remaster,The Cure,37,120,"new wave, permanent wave, rock, uk post-punk",Rock,Kiss Me Kiss Me Kiss Me,25/05/1987,05:20,38,91,4,0,66,0,50,-5,A Minor,4,12/09/2023,spotify:track:0rxwAlMPozO5s7twIpJq0T,0rxwAlMPozO5s7twIpJq0T,Rhino/Elektra
1485,Hot Hot Hot!!! - 2006 Remaster,The Cure,39,112,"new wave, permanent wave, rock, uk post-punk",Rock,Kiss Me Kiss Me Kiss Me,25/05/1987,03:34,75,91,27,0,86,0,0,-5,A Minor,4,12/09/2023,spotify:track:7x8jinx6zTL74mN5cf8kq9,7x8jinx6zTL74mN5cf8kq9,Rhino/Elektra
1486,One More Time - 2006 Remaster,The Cure,32,102,"new wave, permanent wave, rock, uk post-punk",Rock,Kiss Me Kiss Me Kiss Me,25/05/1987,04:31,46,53,46,1,37,0,10,-9,F#/G♭ Major,4,12/09/2023,spotify:track:0TDkinXBwm9P5QDIGdkZX8,0TDkinXBwm9P5QDIGdkZX8,Rhino/Elektra
1487,Like Cockatoos - 2006 Remaster,The Cure,29,96,"new wave, permanent wave, rock, uk post-punk",Rock,Kiss Me Kiss Me Kiss Me,25/05/1987,03:39,54,95,24,4,34,0,90,-9,F Minor,4,12/09/2023,spotify:track:0VPpOH6jB9zcxhd4cRKSf0,0VPpOH6jB9zcxhd4cRKSf0,Rhino/Elektra
1488,Icing Sugar - 2006 Remaster,The Cure,26,143,"new wave, permanent wave, rock, uk post-punk",Rock,Kiss Me Kiss Me Kiss Me,25/05/1987,03:48,55,94,8,82,75,0,10,-8,C Minor,4,12/09/2023,spotify:track:3qWQzK7XZ8fAprUjaQUN5h,3qWQzK7XZ8fAprUjaQUN5h,Rhino/Elektra
1489,The Perfect Girl - 2006 Remaster,The Cure,44,102,"new wave, permanent wave, rock, uk post-punk",Rock,Kiss Me Kiss Me Kiss Me,25/05/1987,02:33,62,82,31,0,84,0,30,-7,G Major,4,12/09/2023,spotify:track:2no26rATSaJiyhZCyxKApg,2no26rATSaJiyhZCyxKApg,Rhino/Elektra
