#,Song,Artist,Popularity,BPM,Genres,Parent-Genres,Album,Album-Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time-Signature,Added-At,Spotify-Track-Id,Track-Id,Album-Label
450,Ain't My Fault - R3hab Remix,"Zara Larsson,R3HAB",60,150,"pop, scandipop, swedish electropop, swedish pop, dutch house, edm, electro house, pop dance, progressive electro house, slap house",House,Ain't My Fault (R3hab Remix),07/10/2016,02:38,67,85,2,0,61,0,20,-4,A Major,4,12/09/2023,spotify:track:3YPlsrk0Voe8AOa1jyN891,3YPlsrk0Voe8AOa1jyN891,Epic/Record Company TEN
451,In the Name of Love - DallasK Remix,"Martin Garrix,Bebe Rexha,DallasK",58,134,"dutch edm, edm, pop, pop dance, progressive house, dance pop, complextro, electro house, pop edm, progressive electro house, sky room",House,In The Name Of Love Remixes,11/11/2016,03:20,52,82,1,0,10,0,30,-3,E Minor,4,12/09/2023,spotify:track:55y30bh2ZUtzOXjWLxn7XT,55y30bh2ZUtzOXjWLxn7XT,Epic Amsterdam
452,Side To Side - Slushii Remix,"Ariana Grande,Nicki Minaj,Slushii",0,150,"pop, hip pop, queens hip hop, rap, brostep, edm, future bass, pop dance",House,Side To Side (Remixes),03/02/2017,03:22,55,87,10,0,42,0,10,-3,F#/G♭ Minor,4,12/09/2023,spotify:track:09yLdUZdymzX8iocIUxem5,09yLdUZdymzX8iocIUxem5,Universal Music Group
453,Running Out - KREAM Remix,"Matoma,Astrid S,KREAM",27,120,"pop dance, tropical house, alt z, norwegian pop, pop, uk pop",House,Running Out Remix EP,13/05/2016,02:38,58,89,14,0,56,0,20,-4,A#/B♭ Major,4,12/09/2023,spotify:track:6uI1J8wwzz7VI9sgSvbs6B,6uI1J8wwzz7VI9sgSvbs6B,Big Beat/FFRR
454,You Don't Know Me - Radio Edit,"Jax Jones,RAYE",0,124,"dance pop, edm, house, pop dance, uk dance, uk pop, uk contemporary r&b",House,You Don't Know Me,09/12/2016,03:31,89,67,16,0,66,10,10,-6,B Minor,4,12/09/2023,spotify:track:4WrS6vezaPwOafKJmHqMEU,4WrS6vezaPwOafKJmHqMEU,Universal Music Group
455,Mama,"Jonas Blue,William Singe",1,104,"pop, pop dance, tropical house, uk dance, ",House,Mama,05/05/2017,03:04,74,79,11,0,53,0,0,-4,B Minor,4,12/09/2023,spotify:track:4xlrALxuaCf9yZBHJeTSG6,4xlrALxuaCf9yZBHJeTSG6,Universal Music Group
456,No Promises (feat. Demi Lovato),"Cheat Codes,Demi Lovato",67,113,"edm, pop, pop dance, post-teen pop",House,No Promises (feat. Demi Lovato),31/03/2017,03:43,74,67,6,0,60,10,10,-5,A#/B♭ Major,4,12/09/2023,spotify:track:1louJpMmzEicAn7lzDalPW,1louJpMmzEicAn7lzDalPW,Parlophone UK
457,Stanga,"Sagi Abitbul,Guy Haliva",25,130,,House,Stanga,13/01/2017,03:52,64,91,0,62,31,0,0,-3,C Major,4,12/09/2023,spotify:track:4t96zoQkIjLmwc6y9BPq2I,4t96zoQkIjLmwc6y9BPq2I,Catchy Tunes
458,Wolf,"Tungevaag,Raaban",43,128,"big room, nordic house, deep pop edm",House,Wolf,09/03/2016,03:20,65,87,25,0,44,0,10,-4,D Minor,4,12/09/2023,spotify:track:1CA3nqyTok3Pn9r4BKrzv3,1CA3nqyTok3Pn9r4BKrzv3,RCA Records Label
459,No Heroes (feat. Luciana) - Original Mix,"Firebeatz,KSHMR,Luciana",0,128,"dutch edm, dutch house, edm, electro house, pop dance, progressive electro house, progressive house, big room, indian edm, slap house, dance pop",House,No Heroes (feat. Luciana),15/09/2014,04:05,73,88,0,18,41,0,0,-4,B Minor,4,12/09/2023,spotify:track:5IOGE0nZzLeUDYtc5m3pr0,5IOGE0nZzLeUDYtc5m3pr0,disco:wax
460,Dusk Till Dawn (feat. Sia) - Brooks Remix,"ZAYN,Sia,Brooks",52,126,"pop, uk pop, australian dance, australian pop, dutch house, edm, electro house, future house, pop dance, pop edm, progressive electro house",House,Dusk Till Dawn (The Remixes) (feat. Sia),29/09/2017,03:22,41,77,4,0,39,0,0,-3,B Minor,4,12/09/2023,spotify:track:799ZJmqIOCy589IzlTZ0Wy,799ZJmqIOCy589IzlTZ0Wy,RCA Records Label
461,Talking Body - KREAM Remix,"Tove Lo,KREAM",0,124,"metropopolis, pop, swedish electropop, swedish pop, swedish synthpop, pop dance",House,Talking Body (Remixes),10/02/2015,03:39,76,76,2,0,31,0,0,-8,D Major,4,12/09/2023,spotify:track:0CyLQDWS3ZF3eX4qQYcfXN,0CyLQDWS3ZF3eX4qQYcfXN,Universal Music Group
462,How Deep Is Your Love,"Calvin Harris,Disciples",81,122,"dance pop, edm, electro house, house, pop, progressive house, uk dance, pop dance",House,How Deep Is Your Love,17/07/2015,03:32,74,87,4,0,34,0,30,-4,B Minor,4,12/09/2023,spotify:track:22mek4IiqubGD9ctzxc69s,22mek4IiqubGD9ctzxc69s,Columbia
463,Without You (feat. Sandro Cavazza),"Avicii,Sandro Cavazza",81,134,"edm, pop, pop dance, swedish pop",House,AVĪCI (01),10/08/2017,03:01,66,86,0,0,30,0,0,-5,D Major,4,12/09/2023,spotify:track:6Pgkp4qUoTmJIPn7ReaGxL,6Pgkp4qUoTmJIPn7ReaGxL,Universal Music AB
464,Broken Arrows,Avicii,63,116,"edm, pop, pop dance",House,Stories,02/10/2015,03:52,63,67,5,0,29,0,10,-7,G Major,4,12/09/2023,spotify:track:260jSxvzkFt71ksvkcy2ke,260jSxvzkFt71ksvkcy2ke,Universal Music AB
465,Hey Brother,Avicii,2,125,"edm, pop, pop dance",House,TRUE,13/09/2013,04:15,55,78,3,0,46,0,0,-5,G Minor,4,12/09/2023,spotify:track:4RXpgGM7A4Hg7cFBoH5KyF,4RXpgGM7A4Hg7cFBoH5KyF,Universal Music AB
466,Gonna Love Ya,Avicii,59,100,"edm, pop, pop dance",House,Stories,02/10/2015,03:35,72,67,16,10,70,0,10,-7,D#/E♭ Minor,4,12/09/2023,spotify:track:1rDETmcizen79JghAEm1Se,1rDETmcizen79JghAEm1Se,Universal Music AB
467,Liar Liar - Avicii By Avicii,"Avicii,Tim Bergling",40,128,"edm, pop, pop dance, ",House,True: Avicii By Avicii,01/01/2014,05:05,68,82,0,28,33,0,0,-7,B Minor,4,12/09/2023,spotify:track:3HKV2TCxpAAlHQphu4cJD0,3HKV2TCxpAAlHQphu4cJD0,Universal Music AB
468,Bad (feat. Vassy) - Radio Edit,"David Guetta,Showtek,VASSY",67,128,"big room, dance pop, edm, pop, pop dance, classic hardstyle, dutch house, electro house, euphoric hardstyle, progressive electro house, australian dance",House,Bad (feat. Vassy) [Radio Edit],06/04/2014,02:50,61,97,0,2,41,0,30,-4,F Minor,4,12/09/2023,spotify:track:6PtXobrqImYfnpIxNsJApa,6PtXobrqImYfnpIxNsJApa,Parlophone (France)
469,Turn Me On - Michael Calfan Remix,"David Guetta,Michael Calfan",31,128,"big room, dance pop, edm, pop, pop dance, dutch house, electro house, house, progressive electro house, progressive house",House,Turn Me On (feat. Nicki Minaj) [Remixes],27/01/2012,05:43,53,81,0,34,21,10,0,-5,C Minor,4,12/09/2023,spotify:track:3fpWr8PyhF46N4SU42sRiY,3fpWr8PyhF46N4SU42sRiY,Parlophone (France)
470,Silhouettes - Original Mix,Avicii,0,128,"edm, pop, pop dance",House,Silhouettes,01/01/2012,07:00,72,52,6,69,37,0,0,-8,F Minor,4,12/09/2023,spotify:track:6yTkllVlMl9R5qnk5HhOWx,6yTkllVlMl9R5qnk5HhOWx,Virgin
471,All You Need Is Love,Avicii,0,125,"edm, pop, pop dance",House,TRUE,01/01/2013,06:21,77,43,4,2,45,0,0,-5,F#/G♭ Major,4,12/09/2023,spotify:track:7oSlMkRv5AhPnnGWdFTv20,7oSlMkRv5AhPnnGWdFTv20,Universal Music Group
472,Rattle - Original Mix,Bingo Players,0,128,"big room, dutch house, edm, electro house, melbourne bounce, pop dance, progressive electro house, progressive house",House,Rattle,09/01/2012,04:47,75,96,0,83,52,0,30,-5,G Major,4,12/09/2023,spotify:track:48g4Cw3ZfXMQw4gGpUxbt4,48g4Cw3ZfXMQw4gGpUxbt4,disco:wax
473,Pjanoo (Dance),Dance DJ & Company,19,126,covertrance,House,Ibiza Dance Session,01/11/2008,03:17,68,69,0,56,83,0,40,-10,G Minor,4,12/09/2023,spotify:track:2tAF0ig3ISiWeZibWotS5R,2tAF0ig3ISiWeZibWotS5R,Meta / Countdown
474,In The Air (feat. Rudy) - Radio Edit,"TV Rock,Rudy",17,128,"australian dance, ",House,In The Air (feat. Rudy),15/06/2010,03:02,60,86,1,63,42,0,20,-5,C Minor,4,12/09/2023,spotify:track:4whgRQa9ZobgrbWctc63p9,4whgRQa9ZobgrbWctc63p9,disco:wax
475,Sweet Nothing (feat. Florence Welch),"Calvin Harris,Florence Welch",44,128,"dance pop, edm, electro house, house, pop, progressive house, uk dance, uk pop",House,Sweet Nothing (feat. Florence Welch),12/10/2012,03:33,58,93,18,0,57,10,0,-4,E Major,4,12/09/2023,spotify:track:6GuwQACz8ZNl5egtgtuJ2D,6GuwQACz8ZNl5egtgtuJ2D,Columbia
476,Again And Again - Radio Edit,Basto,33,128,"belgian edm, progressive electro house",House,Again And Again,12/12/2011,03:02,55,93,7,95,77,0,50,-3,E Minor,4,12/09/2023,spotify:track:6GAp8kyxBdSF6BYbgByAhh,6GAp8kyxBdSF6BYbgByAhh,Catchy Tunes
477,Euphoria - Alex Moreno Remix Radio Edit,Loreen,39,128,"europop, swedish pop","Pop, House",Euphoria,13/03/2012,03:24,55,80,0,3,35,0,30,-6,D Major,4,12/09/2023,spotify:track:4GWnDzLsP31cul3K88pKVn,4GWnDzLsP31cul3K88pKVn,WM Sweden
478,Addicted To You - Avicii By Avicii,"Avicii,Tim Bergling",43,126,"edm, pop, pop dance, ",House,True: Avicii By Avicii,01/01/2014,05:31,89,46,12,1,45,0,0,-5,A#/B♭ Major,4,12/09/2023,spotify:track:3XfGM99TOeyPsnDtgTqtkT,3XfGM99TOeyPsnDtgTqtkT,Universal Music AB
479,One Day (Vandaag) - Radio Edit,Bakermat,44,128,"minimal tech house, tropical house",House,One Day (Vandaag),28/03/2014,03:41,66,59,70,3,55,0,30,-6,F Major,4,12/09/2023,spotify:track:7qRtIcMaDnaJYmQDPpMgTe,7qRtIcMaDnaJYmQDPpMgTe,b1
480,Spectrum (Say My Name) - Calvin Harris Remix,"Florence + The Machine,Calvin Harris",0,126,"baroque pop, modern rock, uk alternative pop, dance pop, edm, electro house, house, pop, progressive house, uk dance","House, Rock",Spectrum (Say My Name) EP,01/01/2012,03:38,58,94,0,0,61,0,0,-4,B Minor,4,12/09/2023,spotify:track:1ztbs9oxLOfYcDr5xL8loQ,1ztbs9oxLOfYcDr5xL8loQ,Island Records
481,Let's Go (feat. Ne-Yo) - Radio Edit,"Calvin Harris,Ne-Yo",41,128,"dance pop, edm, electro house, house, pop, progressive house, uk dance, r&b, urban contemporary",House,Let's Go (feat. Ne-Yo),20/04/2012,03:46,67,91,1,0,73,0,20,-3,E Minor,4,12/09/2023,spotify:track:2XERAvP5rto44nAuJE2Rni,2XERAvP5rto44nAuJE2Rni,Columbia
482,Samsara 2015,"Tungevaag,Emila",0,128,"big room, nordic house, ",House,Samsara 2015,31/08/2014,03:31,52,64,0,0,60,0,10,-6,B Minor,4,12/09/2023,spotify:track:5tZeGPDLhJqxJES1RL5RTb,5tZeGPDLhJqxJES1RL5RTb,Tungevaag Music
483,Firestone,"Kygo,Conrad Sewell",5,113,"edm, pop, pop dance, tropical house, australian pop",House,Firestone,24/06/2015,04:33,49,65,41,0,39,0,0,-7,B Minor,4,12/09/2023,spotify:track:2sNvitW3TxiTeC9xT9f2ZZ,2sNvitW3TxiTeC9xT9f2ZZ,Kygo
484,Mammoth - Radio Edit,"Dimitri Vegas & Like Mike,MOGUAI,Like Mike",0,128,"belgian dance, belgian edm, big room, dutch house, edm, electro house, pop dance, progressive electro house, german techno, progressive house",House,Mammoth,15/07/2013,02:40,57,87,0,9,45,40,40,-6,B Minor,4,12/09/2023,spotify:track:1fG3qsNKRnbBji58Rb5SW8,1fG3qsNKRnbBji58Rb5SW8,disco:wax
485,She Wolf (Falling to Pieces) [feat. Sia],"David Guetta,Sia",0,130,"big room, dance pop, edm, pop, pop dance, australian dance, australian pop",House,She Wolf (Falling to Pieces),17/08/2012,03:30,51,86,6,0,42,0,40,-2,G Major,4,12/09/2023,spotify:track:56fwHfJaBpaauvFJrnwk2L,56fwHfJaBpaauvFJrnwk2L,Parlophone France
486,Eat Sleep Rave Repeat - Calvin Harris Remix Edit,"Fatboy Slim,Riva Starr,Beardyman",0,128,"big beat, electronica, deep house, house, tech house, beatboxing",House,Eat Sleep Rave Repeat (feat. Beardyman),27/10/2013,02:48,70,95,42,5,63,10,10,-4,C Major,4,12/09/2023,spotify:track:13gD7RyWE7ZOEoxfGAXm1B,13gD7RyWE7ZOEoxfGAXm1B,Skint Records
487,Shot Me Down (feat. Skylar Grey) - Radio Edit,David Guetta,58,192,"big room, dance pop, edm, pop, pop dance",House,Shot Me Down (feat. Skylar Grey),27/01/2014,03:11,35,77,6,3,4,0,10,-4,F Minor,3,12/09/2023,spotify:track:7qfwcqfGOkQYtzjF4UzJHM,7qfwcqfGOkQYtzjF4UzJHM,Parlophone (France)
488,Dance Our Tears Away (feat. Kristin Amparo) - Radio Edit,"John De Sohn,Kristin Amparo",0,128,"deep pop edm, pop dance, swedish tropical house, swedish pop",House,Dance Our Tears Away,07/12/2012,03:00,50,87,0,0,34,0,20,-4,F Minor,4,12/09/2023,spotify:track:298gs9ATwr2rD9tGYJKlQR,298gs9ATwr2rD9tGYJKlQR,Epic
489,The Riddle - Original mix - Extended,Prezioso Feat. Marvin,0,128,italo dance,House,The Riddle,04/11/2009,05:49,91,57,3,1,21,0,0,-6,F#/G♭ Minor,4,12/09/2023,spotify:track:1UaurBEwOgzhOcewRcftZd,1UaurBEwOgzhOcewRcftZd,Bang Record
490,Jubel - Radio Edit,Klingande,51,125,"deep house, pop dance, tropical house",House,Jubel (Radio Edit),01/11/2013,03:21,69,52,65,6,10,0,10,-7,C Major,4,12/09/2023,spotify:track:0D2VYiRlBv43asKUgieZaM,0D2VYiRlBv43asKUgieZaM,Jive Epic
491,Work B**ch,Britney Spears,0,128,"dance pop, pop",House,Work B**ch,16/09/2013,04:07,63,82,12,0,85,10,0,-7,A Major,4,12/09/2023,spotify:track:2vTPWWm2Lgc6kI6a3Z3uXY,2vTPWWm2Lgc6kI6a3Z3uXY,RCA Records Label
492,Addicted To You - Avicii By Avicii,"Avicii,Tim Bergling",0,126,"edm, pop, pop dance, ",House,Addicted To You (Remixes),01/01/2014,05:32,89,45,12,2,46,0,0,-6,F Major,4,12/09/2023,spotify:track:5zsEmA9IKkJ54mwfSdPXHX,5zsEmA9IKkJ54mwfSdPXHX,Universal Music Group
493,Camorra - Original Mix,Nicky Romero,0,128,"big room, dutch edm, dutch house, edm, electro house, pop dance, progressive electro house",House,Camorra,08/09/2011,06:15,78,85,1,91,21,0,20,-5,D Minor,4,12/09/2023,spotify:track:4oxi4THAaIzqtlazBV06uP,4oxi4THAaIzqtlazBV06uP,Fly Eye Records
494,Blurred Lines - Will Sparks Remix,"Robin Thicke,T.I.,Pharrell Williams,Cave Kings",0,128,"dance pop, neo soul, pop rap, r&b, urban contemporary, atl hip hop, dirty south rap, gangster rap, hip hop, rap, southern hip hop, trap, pop, ",House,Blurred Lines (The Remixes),01/01/2013,05:08,84,82,15,0,87,20,30,-7,B Minor,4,12/09/2023,spotify:track:2MQ3HTKvhxpQsFaugwXrjN,2MQ3HTKvhxpQsFaugwXrjN,Universal Music Group
495,Sweet Dreams (Are Made Of This) - Steve Angello Remix Edit,"Eurythmics,Annie Lennox,Dave Stewart,Steve Angello",51,126,"dance rock, new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop, singer-songwriter, rock keyboard, dutch house, edm, electro house, house, pop dance, progressive electro house, progressive house","Rock, House",I've Got A Life/Sweet Dreams Remix,27/02/2006,05:30,67,66,0,1,80,20,0,-7,C Minor,4,12/09/2023,spotify:track:4Yn20PcIohkarnV1HcHY0P,4Yn20PcIohkarnV1HcHY0P,RCA Records Label
496,Lay Me Down,Avicii,0,125,"edm, pop, pop dance",House,TRUE,13/09/2013,05:00,70,67,0,3,74,0,0,-7,A Minor,4,12/09/2023,spotify:track:5iKOpf0SZDSGkJRhkwgSrl,5iKOpf0SZDSGkJRhkwgSrl,Universal Music AB
497,Mellow - Radio Edit,Nause,30,128,,House,Mellow,01/01/2012,03:45,65,80,1,88,38,0,0,-7,G Major,4,12/09/2023,spotify:track:73PeEBRLps6oF10ZLc4ien,73PeEBRLps6oF10ZLc4ien,Universal Music AB
498,Hungry Hearts - Radio Edit,Nause,48,128,,House,Hungry Hearts,01/01/2012,03:45,65,82,1,1,38,0,0,-5,G Major,4,12/09/2023,spotify:track:2KpqVE0AuyI3gGERKuWT6r,2KpqVE0AuyI3gGERKuWT6r,Universal Music AB
499,Dechorro - Original Mix,Deorro,23,128,"dutch house, edm, electro house, melbourne bounce, melbourne bounce international, pop dance, progressive electro house",House,Dechorro (Remixes),18/08/2014,05:07,77,84,0,12,19,0,10,-4,F Minor,4,12/09/2023,spotify:track:6D72D9Mdoz39nfU2XOkuPk,6D72D9Mdoz39nfU2XOkuPk,disco:wax
500,SLVR,"Steve Angello,Matisse & Sadko",0,128,"dutch house, edm, electro house, house, pop dance, progressive electro house, progressive house, russian edm, sky room",House,SLVR,26/08/2013,05:06,66,62,0,96,13,0,0,-7,C Major,4,12/09/2023,spotify:track:6a2HtT0P2ZbD2oY1ZJFrxS,6a2HtT0P2ZbD2oY1ZJFrxS,SIZE Records
501,Electric Elephants,Jay Hardway,0,128,"dutch edm, dutch house, edm, electro house, pop dance, progressive electro house, progressive house",House,Electric Elephants,13/11/2015,02:53,59,93,0,40,25,0,20,-2,F#/G♭ Minor,4,12/09/2023,spotify:track:64zUNPNYxusLnW21zSZ6ZR,64zUNPNYxusLnW21zSZ6ZR,Spinnin' Records
502,I Want You,"Tiesto,Mike Williams",0,126,"big room, brostep, dutch edm, edm, house, pop dance, slap house, trance, dutch house, electro house, future house, progressive electro house",House,I Want You,05/08/2016,02:53,68,87,8,4,29,0,0,-5,G Minor,4,12/09/2023,spotify:track:4I1zD6WvoJoLDFWsqcCpMJ,4I1zD6WvoJoLDFWsqcCpMJ,Musical Freedom
503,Peanut Butter Jelly,Galantis,51,128,"edm, pop, pop dance",House,Pharmacy,05/06/2015,03:23,71,95,0,8,55,20,20,-3,F Minor,4,12/09/2023,spotify:track:2WlEuHXJjUJeMGUdK3f6Ny,2WlEuHXJjUJeMGUdK3f6Ny,Big Beat Records/Atlantic
504,Faith - Radio Edit,Blasterjaxx,38,128,"big room, dutch house, edm, electro house, pop dance, progressive electro house, slap house",House,Faith,19/07/2013,03:03,67,67,1,0,60,0,10,-7,D Major,4,12/09/2023,spotify:track:6NL7zMIhzUi3bHaF8usk8W,6NL7zMIhzUi3bHaF8usk8W,Powerhouse Music
505,This Is What It Feels Like,"Armin van Buuren,Trevor Guthrie",73,130,"dutch trance, edm, pop dance, progressive house, trance, canadian pop",House,Intense,03/05/2013,03:24,55,83,4,0,14,0,0,-5,G#/A♭ Major,5,12/09/2023,spotify:track:5GjnIpUlLGEIYk052ISOw9,5GjnIpUlLGEIYk052ISOw9,ARVA
506,Sweet Nothing (feat. Florence Welch),"Calvin Harris,Florence Welch",76,128,"dance pop, edm, electro house, house, pop, progressive house, uk dance, uk pop",House,18 Months,29/10/2012,03:32,57,93,20,0,58,10,0,-4,G#/A♭ Minor,4,12/09/2023,spotify:track:24LS4lQShWyixJ0ZrJXfJ5,24LS4lQShWyixJ0ZrJXfJ5,Columbia
507,Without You (feat. Usher),"David Guetta,USHER",74,128,"big room, dance pop, edm, pop, pop dance, atl hip hop, contemporary r&b, r&b, rap, south carolina hip hop, urban contemporary",House,Nothing but the Beat (Ultimate Edition),07/12/2012,03:28,61,61,23,0,40,0,10,-4,D Major,4,12/09/2023,spotify:track:3UN6cIn3VIyg0z1LCuFSum,3UN6cIn3VIyg0z1LCuFSum,Parlophone (France)
508,Silhouettes - Original Radio Edit,Avicii,57,128,"edm, pop, pop dance",House,Silhouettes,27/04/2012,03:31,61,80,16,6,84,0,10,-6,F Minor,4,12/09/2023,spotify:track:0bLPAuVTardAaPBcoQOQJG,0bLPAuVTardAaPBcoQOQJG,Universal Music AB
509,Titanium (feat. Sia),"David Guetta,Sia",83,126,"big room, dance pop, edm, pop, pop dance, australian dance, australian pop",House,Nothing but the Beat (Ultimate Edition),07/12/2012,04:05,60,79,7,15,30,10,10,-4,C Minor,4,12/09/2023,spotify:track:0TDLuuLlV54CkRRUOahJb4,0TDLuuLlV54CkRRUOahJb4,Parlophone (France)
510,Spectrum (Say My Name) - Calvin Harris Remix,"Florence + The Machine,Calvin Harris",74,126,"baroque pop, modern rock, uk alternative pop, dance pop, edm, electro house, house, pop, progressive house, uk dance","House, Rock",Ceremonials,2011,03:38,58,95,0,0,59,0,10,-4,B Minor,4,12/09/2023,spotify:track:57yeWyaoeTt26p0dlEZukQ,57yeWyaoeTt26p0dlEZukQ,Universal-Island Records Ltd.
511,No Money,Galantis,73,126,"edm, pop, pop dance",House,The Aviary,15/09/2017,03:11,67,92,3,0,78,0,20,-4,F#/G♭ Minor,4,12/09/2023,spotify:track:6M6Tk58pQvABy6ru66dY3d,6M6Tk58pQvABy6ru66dY3d,Big Beat Records
512,Get Up (Rattle) [feat. Far East Movement] - Vocal Edit,"Bingo Players,Far East Movement",73,128,"big room, dutch house, edm, electro house, melbourne bounce, pop dance, progressive electro house, progressive house, asian american hip hop, dance pop, pop rap",House,Get Up (Rattle) [feat. Far East Movement],08/12/2012,02:46,80,99,2,0,72,0,30,-3,G Major,4,12/09/2023,spotify:track:3wLPRjw2XQpmowqXUXb3UF,3wLPRjw2XQpmowqXUXb3UF,Spinnin' Records
513,Hangover - Hardwell Remix Radio Edit,"Taio Cruz,Hardwell",55,128,"dance pop, pop, pop rap, big room, dutch house, edm, electro house, pop dance, progressive electro house, progressive house",House,Hangover (Remixes),01/01/2011,03:10,59,84,1,0,33,0,30,-4,C Minor,4,12/09/2023,spotify:track:63fyL7QZ1vhGZzZ9G56rcp,63fyL7QZ1vhGZzZ9G56rcp,Universal-Island Records Ltd.
514,You Make Me - Avicii By Avicii,"Avicii,Tim Bergling",50,125,"edm, pop, pop dance, ",House,True: Avicii By Avicii,01/01/2014,03:01,65,94,4,0,72,0,20,-5,D#/E♭ Minor,4,12/09/2023,spotify:track:1pGnyWdri6sC7lHmYdX1TH,1pGnyWdri6sC7lHmYdX1TH,Universal Music AB
515,"Wild One Two (feat. David Guetta, Nicky Romero & Sia) - Single Version","Jack Back,David Guetta,Nicky Romero,Sia",29,126,"big room, dance pop, edm, pop, pop dance, dutch edm, dutch house, electro house, progressive electro house, australian dance, australian pop",House,"Wild One Two (feat. David Guetta, Nicky Romero & Sia) [Remixes]",03/04/2012,05:46,70,68,0,0,22,0,0,-7,G#/A♭ Major,4,12/09/2023,spotify:track:5MnkhumYJRLvLdEzIqkfWy,5MnkhumYJRLvLdEzIqkfWy,Big Beat Records/Atlantic
516,Dear Boy,Avicii,0,125,"edm, pop, pop dance",House,TRUE,01/01/2013,07:59,69,58,0,10,25,10,30,-6,A Major,4,12/09/2023,spotify:track:3qC3qmZNDXu62hc8YbhWsy,3qC3qmZNDXu62hc8YbhWsy,Universal Music Group
517,For A Better Day,Avicii,0,135,"edm, pop, pop dance",House,Pure Grinding For A Better Day,28/08/2015,03:26,64,83,4,21,30,0,10,-3,D Minor,4,12/09/2023,spotify:track:2u5B53qh8UGDnPcdJATcDl,2u5B53qh8UGDnPcdJATcDl,Universal Music Ltd.
518,Stay (feat. Maty Noyes),"Kygo,Maty Noyes",38,103,"edm, pop, pop dance, tropical house, alt z",House,Stay (feat. Maty Noyes),04/12/2015,03:59,65,74,4,0,38,0,10,-8,G#/A♭ Major,4,12/09/2023,spotify:track:7gBj0VgcuAgkXkiRRYvSmK,7gBj0VgcuAgkXkiRRYvSmK,Kygo
519,All of Me - Tiesto's Birthday Treatment Remix - Radio Edit,"John Legend,Jason Agel,Tiesto",64,128,"neo soul, pop, pop soul, urban contemporary, big room, brostep, dutch edm, edm, house, pop dance, slap house, trance",House,All of Me (Tiesto's Birthday Treatment Remix - Radio Edit),25/02/2014,04:11,61,72,0,0,18,0,0,-6,F Minor,4,12/09/2023,spotify:track:1mzGywacjpeik00PVLBPpF,1mzGywacjpeik00PVLBPpF,G.O.O.D. Music/Columbia
520,Paradise - Tiesto Remix,"Coldplay,Tiesto",55,130,"permanent wave, pop, big room, brostep, dutch edm, edm, house, pop dance, slap house, trance",House,Princess of China,01/06/2012,04:46,64,74,1,14,64,0,0,-6,D Minor,4,12/09/2023,spotify:track:0pjMTISKHTJkogN1BPZxaC,0pjMTISKHTJkogN1BPZxaC,Parlophone UK
521,Thinking About You,Axwell /\ Ingrosso,0,122,"edm, pop dance, progressive electro house",House,Thinking About You,27/05/2016,03:24,69,81,4,0,52,0,20,-5,G#/A♭ Major,4,12/09/2023,spotify:track:3eBwnjEe60kDJAMlFg1ewf,3eBwnjEe60kDJAMlFg1ewf,Universal Music Group
522,Bad Bitches - Deorro VIP Edit,"Quintino,Deorro",0,128,"dutch edm, dutch house, edm, electro house, pop dance, progressive electro house, slap house, melbourne bounce, melbourne bounce international",House,Bad Bitches (Deorro VIP Remix),06/09/2016,03:30,72,88,0,11,23,10,10,-3,C♯/D♭ Major,4,12/09/2023,spotify:track:15qeACj3iRACddNYFc2Kmc,15qeACj3iRACddNYFc2Kmc,Spinnin' Premium
523,So Much Love,"Muzzaik,Stadiumx",0,127,"funky tech house, house, dutch house, edm, electro house, pop dance, progressive electro house, progressive house, sky room",House,So Much Love,16/05/2016,03:05,65,93,0,0,56,30,10,-3,G Major,4,12/09/2023,spotify:track:13HEIb4DeOsMN8x8SxhzN8,13HEIb4DeOsMN8x8SxhzN8,SPRS
524,Cut Your Teeth - Kygo Remix,"Kyla La Grange,Kygo",60,100,"metropopolis, shimmer pop, edm, pop, pop dance, tropical house",House,Cut Your Teeth (Kygo Remix),14/03/2014,06:39,67,68,59,22,47,0,0,-8,A#/B♭ Minor,4,12/09/2023,spotify:track:1y4Kln6VEjQMpmHW7j9GeY,1y4Kln6VEjQMpmHW7j9GeY,ioki records
525,Galway Girl - Martin Jensen Remix,"Ed Sheeran,Martin Jensen",54,100,"pop, singer-songwriter pop, uk pop, danish electronic, pop dance",House,Galway Girl (Martin Jensen Remix),07/04/2017,03:16,73,75,2,0,73,0,10,-5,A Major,4,12/09/2023,spotify:track:2A17f6I4fh6GqYX0J8noGr,2A17f6I4fh6GqYX0J8noGr,Atlantic Records UK
526,Best Day Of My Life - Gazzo Remix,American Authors,59,125,"modern rock, pop rock",House,Best Day Of My Life (Gazzo Remix),01/01/2014,03:17,63,96,1,0,40,0,20,-2,B Minor,4,12/09/2023,spotify:track:5ng9duWuWbHlwviFSh5Vqx,5ng9duWuWbHlwviFSh5Vqx,Island Records
527,Sexy Bitch (feat. Akon),"David Guetta,Akon",79,130,"big room, dance pop, edm, pop, pop dance",House,One More Love,22/11/2010,03:15,81,63,8,0,80,0,10,-5,B Minor,4,12/09/2023,spotify:track:127uq83uGFapbddqiMUKky,127uq83uGFapbddqiMUKky,Parlophone (France)
